,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
7949,11000.0,11000.0, 60 ,0.1306,250.63,3.0,7 years,MORTGAGE,84000.0,Not Verified,2011.0,debt_consolidation,CA,11.61,0.0,0.0,11.0,0.0,10161.0,0.42,24.0,1.0
7950,15000.0,15000.0, 36 ,0.079,469.36,1.0,6 years,MORTGAGE,158000.0,Verified,2011.0,home_improvement,TX,22.07,0.0,0.0,18.0,0.0,23140.0,0.521,41.0,1.0
7951,3000.0,3000.0, 36 ,0.1158,99.05,2.0,1 year,RENT,50000.0,Not Verified,2009.0,moving,DC,3.89,0.0,1.0,4.0,0.0,9.0,0.002,5.0,1.0
7952,9600.0,9600.0, 36 ,0.16820000000000002,341.41,5.0,1 year,RENT,140000.0,Verified,2010.0,other,TX,21.33,0.0,3.0,20.0,1.0,24879.0,0.966,39.0,1.0
7953,12600.0,12600.0, 36 ,0.11710000000000001,416.76,2.0,4 years,OWN,50000.0,Verified,2011.0,debt_consolidation,PA,23.59,0.0,0.0,7.0,0.0,12670.0,0.925,17.0,1.0
7954,30000.0,30000.0, 60 ,0.19690000000000002,789.66,5.0,4 years,MORTGAGE,84000.0,Verified,2011.0,home_improvement,FL,16.13,0.0,0.0,8.0,0.0,19445.0,0.884,23.0,1.0
7955,4000.0,4000.0, 36 ,0.1379,136.31,3.0,2 years,RENT,40000.0,Verified,2009.0,debt_consolidation,CA,13.68,1.0,2.0,5.0,0.0,4764.0,0.794,11.0,1.0
7956,10000.0,10000.0, 36 ,0.0542,301.6,1.0,6 years,MORTGAGE,46450.0,Not Verified,2010.0,debt_consolidation,GA,4.26,0.0,0.0,7.0,0.0,8222.0,0.21600000000000003,13.0,1.0
7957,9100.0,9100.0, 36 ,0.1242,304.08,2.0,5 years,MORTGAGE,81000.0,Source Verified,2011.0,debt_consolidation,AZ,16.89,0.0,0.0,10.0,0.0,7554.0,0.586,18.0,1.0
7958,8000.0,8000.0, 36 ,0.1148,263.75,2.0,3 years,RENT,48701.0,Not Verified,2009.0,credit_card,NY,12.91,0.0,0.0,12.0,0.0,16275.0,0.49200000000000005,18.0,1.0
7959,15000.0,15000.0, 36 ,0.1038,486.69,2.0,8 years,MORTGAGE,80000.0,Not Verified,2010.0,credit_card,TX,18.11,0.0,1.0,6.0,0.0,15889.0,0.273,21.0,1.0
7960,12000.0,12000.0, 36 ,0.0932,383.37,1.0,< 1 year,MORTGAGE,143150.0,Source Verified,2009.0,home_improvement,WA,4.69,0.0,0.0,14.0,0.0,4384.0,0.05,34.0,1.0
7961,16750.0,11600.0, 60 ,0.1149,255.06,2.0,7 years,RENT,39000.0,Source Verified,2010.0,debt_consolidation,FL,22.71,0.0,1.0,7.0,0.0,4075.0,0.26,11.0,0.0
7962,9600.0,9600.0, 60 ,0.10369999999999999,205.73,2.0,3 years,RENT,36000.0,Source Verified,2011.0,home_improvement,OH,1.1,1.0,0.0,9.0,0.0,776.0,0.031,18.0,1.0
7963,3000.0,3000.0, 36 ,0.1223,99.98,3.0,6 years,RENT,30000.0,Not Verified,2010.0,debt_consolidation,LA,23.92,0.0,0.0,3.0,0.0,1763.0,0.705,9.0,1.0
7964,8500.0,8500.0, 60 ,0.18789999999999998,219.52,5.0,5 years,RENT,60000.0,Verified,2011.0,debt_consolidation,GA,23.64,0.0,0.0,8.0,0.0,4016.0,0.484,17.0,1.0
7965,5000.0,5000.0, 36 ,0.0849,157.82,1.0,2 years,RENT,12000.0,Not Verified,2011.0,medical,PA,6.6,0.0,0.0,4.0,0.0,2790.0,0.594,11.0,0.0
7966,2400.0,2400.0, 60 ,0.16820000000000002,59.42,5.0,2 years,RENT,33000.0,Verified,2010.0,other,CA,20.25,0.0,1.0,4.0,0.0,1507.0,0.47100000000000003,5.0,0.0
7967,9000.0,9000.0, 60 ,0.0788,181.98,1.0,2 years,MORTGAGE,36000.0,Not Verified,2010.0,home_improvement,AL,16.0,0.0,0.0,13.0,0.0,3450.0,0.099,43.0,1.0
7968,8000.0,8000.0, 36 ,0.1253,267.74,2.0,5 years,RENT,44000.0,Not Verified,2009.0,credit_card,GA,20.75,0.0,1.0,11.0,0.0,6508.0,0.62,13.0,1.0
7969,5000.0,5000.0, 36 ,0.1527,173.99,3.0,6 years,RENT,80000.0,Verified,2011.0,debt_consolidation,CA,12.93,0.0,2.0,11.0,0.0,14462.0,0.47700000000000004,24.0,0.0
7970,10000.0,10000.0, 60 ,0.1075,216.18,2.0,10+ years,OWN,80000.0,Verified,2010.0,medical,FL,9.11,0.0,0.0,11.0,0.0,3289.0,0.187,35.0,0.0
7971,9600.0,9600.0, 36 ,0.1316,324.2,3.0,2 years,RENT,44000.0,Not Verified,2009.0,debt_consolidation,IL,5.21,1.0,0.0,11.0,0.0,7491.0,0.713,23.0,1.0
7972,3000.0,3000.0, 36 ,0.1059,97.64,2.0,10+ years,RENT,51684.0,Not Verified,2011.0,debt_consolidation,CO,14.86,1.0,0.0,6.0,0.0,10513.0,0.828,13.0,1.0
7973,8600.0,8600.0, 60 ,0.15990000000000001,209.09,4.0,6 years,MORTGAGE,42100.0,Source Verified,2011.0,small_business,FL,20.52,0.0,2.0,8.0,0.0,13205.0,0.7909999999999999,21.0,1.0
7974,11000.0,11000.0, 36 ,0.0699,339.6,1.0,10+ years,RENT,82863.0,Not Verified,2011.0,debt_consolidation,CA,4.68,0.0,0.0,7.0,0.0,12384.0,0.547,33.0,1.0
7975,10000.0,10000.0, 36 ,0.0751,311.11,1.0,< 1 year,MORTGAGE,59000.0,Not Verified,2010.0,small_business,CA,0.71,0.0,0.0,5.0,0.0,967.0,0.07200000000000001,15.0,1.0
7976,11500.0,11500.0, 36 ,0.0751,357.78,1.0,10+ years,MORTGAGE,175000.0,Verified,2010.0,credit_card,TX,20.3,0.0,0.0,13.0,0.0,84909.0,0.621,32.0,1.0
7977,6400.0,6400.0, 36 ,0.0859,202.31,1.0,1 year,MORTGAGE,45900.0,Not Verified,2009.0,credit_card,PA,15.24,0.0,0.0,10.0,0.0,13010.0,0.368,20.0,1.0
7978,2400.0,2400.0, 36 ,0.07490000000000001,74.65,1.0,1 year,OWN,24000.0,Not Verified,2011.0,medical,CA,1.6,0.0,0.0,3.0,0.0,130.0,0.011000000000000001,8.0,1.0
7979,6000.0,6000.0, 36 ,0.15990000000000001,210.92,4.0,4 years,RENT,55000.0,Source Verified,2011.0,debt_consolidation,FL,12.83,0.0,0.0,14.0,0.0,4985.0,0.44299999999999995,17.0,0.0
7981,15000.0,15000.0, 60 ,0.1261,338.31,3.0,10+ years,MORTGAGE,105000.0,Verified,2011.0,credit_card,CA,6.39,0.0,0.0,5.0,0.0,16107.0,0.7490000000000001,21.0,1.0
7982,7100.0,7100.0, 60 ,0.1825,181.27,4.0,< 1 year,RENT,80000.0,Source Verified,2011.0,debt_consolidation,NY,8.68,0.0,1.0,15.0,0.0,14685.0,0.72,29.0,0.0
7983,2000.0,2000.0, 36 ,0.1074,65.24,2.0,7 years,OWN,42900.0,Not Verified,2011.0,debt_consolidation,MO,2.69,0.0,1.0,4.0,0.0,595.0,0.09,11.0,1.0
7984,5000.0,5000.0, 36 ,0.12179999999999999,166.5,2.0,1 year,RENT,67500.0,Source Verified,2009.0,other,CT,14.99,1.0,1.0,10.0,1.0,1461.0,0.23199999999999998,31.0,1.0
7985,3500.0,3500.0, 36 ,0.0542,105.56,1.0,unknown,MORTGAGE,57550.0,Not Verified,2011.0,car,FL,22.64,0.0,0.0,10.0,0.0,10174.0,0.115,24.0,1.0
7986,4000.0,4000.0, 36 ,0.0788,125.13,1.0,5 years,RENT,50004.0,Verified,2010.0,other,NY,7.27,0.0,0.0,4.0,0.0,623.0,0.092,21.0,1.0
7987,11200.0,7225.0, 60 ,0.0617,140.26,1.0,6 years,MORTGAGE,53000.0,Not Verified,2010.0,credit_card,IL,10.78,0.0,1.0,7.0,0.0,5290.0,0.192,22.0,1.0
7988,10000.0,10000.0, 36 ,0.1149,329.72,2.0,7 years,MORTGAGE,88560.0,Verified,2011.0,debt_consolidation,CA,11.22,1.0,0.0,7.0,0.0,2757.0,0.835,20.0,1.0
7989,15000.0,15000.0, 36 ,0.1,484.01,2.0,4 years,MORTGAGE,81500.0,Verified,2011.0,debt_consolidation,CA,18.13,0.0,0.0,8.0,0.0,0.0,0.1602,24.0,1.0
7990,25200.0,25200.0, 60 ,0.1689,624.8,4.0,3 years,MORTGAGE,80000.0,Verified,2011.0,home_improvement,FL,22.54,0.0,0.0,12.0,0.0,1289.0,0.253,40.0,1.0
7991,5000.0,5000.0, 36 ,0.08,156.69,1.0,5 years,RENT,54996.0,Source Verified,2009.0,debt_consolidation,TX,7.53,0.0,0.0,8.0,0.0,6576.0,0.252,20.0,1.0
7992,5000.0,5000.0, 36 ,0.1253,167.34,3.0,10+ years,RENT,32000.0,Verified,2009.0,educational,SC,11.81,1.0,1.0,9.0,0.0,1278.0,0.639,33.0,1.0
7993,25000.0,25000.0, 36 ,0.1531,870.39,4.0,1 year,MORTGAGE,123917.64,Verified,2009.0,credit_card,OK,16.65,0.0,0.0,9.0,0.0,40413.0,0.856,17.0,1.0
7994,10000.0,10000.0, 36 ,0.0751,311.1,1.0,6 years,MORTGAGE,200000.0,Not Verified,2010.0,other,TX,10.74,0.0,0.0,11.0,0.0,36705.0,0.603,36.0,1.0
7995,18000.0,18000.0, 60 ,0.17989999999999998,456.99,5.0,7 years,MORTGAGE,158899.0,Verified,2011.0,debt_consolidation,TX,21.83,0.0,1.0,19.0,0.0,54382.0,0.6709999999999999,35.0,0.0
7996,7000.0,7000.0, 60 ,0.1459,165.03,4.0,5 years,MORTGAGE,74694.0,Source Verified,2010.0,debt_consolidation,CA,2.02,0.0,0.0,15.0,0.0,47051.0,0.903,32.0,1.0
7997,9200.0,9200.0, 36 ,0.0603,280.01,1.0,2 years,RENT,82000.0,Source Verified,2011.0,small_business,GA,21.86,0.0,0.0,12.0,0.0,0.0,0.0,30.0,1.0
7998,17800.0,17800.0, 60 ,0.1149,391.38,2.0,4 years,MORTGAGE,95000.0,Source Verified,2011.0,wedding,GA,15.63,0.0,2.0,8.0,0.0,27917.0,0.775,26.0,0.0
7999,16000.0,16000.0, 36 ,0.1727,572.6,4.0,10+ years,RENT,96000.0,Source Verified,2011.0,credit_card,CA,12.1,0.0,1.0,7.0,0.0,10540.0,0.7070000000000001,11.0,1.0
8000,24000.0,24000.0, 60 ,0.19030000000000002,622.97,5.0,10+ years,MORTGAGE,155000.0,Verified,2011.0,debt_consolidation,IL,18.53,0.0,2.0,16.0,0.0,26931.0,0.787,53.0,1.0
8001,26375.0,26375.0, 36 ,0.09910000000000001,849.94,2.0,4 years,MORTGAGE,105000.0,Verified,2011.0,credit_card,CA,17.33,0.0,0.0,11.0,0.0,35447.0,0.7709999999999999,22.0,1.0
8002,3350.0,3350.0, 36 ,0.079,104.83,1.0,8 years,RENT,36000.0,Not Verified,2011.0,debt_consolidation,AZ,25.57,0.0,0.0,7.0,0.0,13007.0,0.583,23.0,1.0
8003,4500.0,4500.0, 36 ,0.1343,152.56,3.0,1 year,RENT,138000.0,Not Verified,2011.0,car,CA,1.23,0.0,1.0,5.0,0.0,1847.0,0.5429999999999999,15.0,1.0
8004,5000.0,5000.0, 36 ,0.0579,151.64,1.0,4 years,RENT,40000.0,Not Verified,2011.0,debt_consolidation,CT,21.24,0.0,1.0,7.0,0.0,44.0,0.004,26.0,1.0
8005,8400.0,8400.0, 36 ,0.12689999999999999,281.78,2.0,1 year,RENT,75000.0,Source Verified,2011.0,wedding,NJ,3.81,0.0,0.0,8.0,0.0,7493.0,0.63,11.0,1.0
8006,25200.0,25200.0, 36 ,0.1565,881.61,4.0,unknown,MORTGAGE,96260.0,Verified,2011.0,debt_consolidation,CA,12.0,0.0,0.0,10.0,0.0,20499.0,0.5579999999999999,26.0,1.0
8007,5600.0,5600.0, 36 ,0.10369999999999999,181.68,2.0,6 years,MORTGAGE,56000.0,Verified,2011.0,debt_consolidation,FL,23.87,0.0,0.0,7.0,1.0,12941.0,0.8740000000000001,21.0,1.0
8008,12300.0,12300.0, 36 ,0.0788,384.75,1.0,5 years,MORTGAGE,56864.0,Not Verified,2010.0,debt_consolidation,OH,22.14,0.0,2.0,18.0,0.0,10666.0,0.15,47.0,1.0
8009,20000.0,20000.0, 60 ,0.1557,481.81,4.0,5 years,MORTGAGE,75000.0,Verified,2010.0,credit_card,PA,15.86,0.0,0.0,19.0,0.0,22155.0,0.504,34.0,1.0
8010,7000.0,7000.0, 36 ,0.1788,252.65,5.0,2 years,OWN,75996.0,Not Verified,2011.0,other,PA,21.79,0.0,2.0,2.0,0.0,5855.0,0.484,10.0,0.0
8011,11100.0,11100.0, 36 ,0.12869999999999998,373.33,3.0,< 1 year,RENT,62500.0,Not Verified,2010.0,debt_consolidation,MA,19.99,0.0,0.0,15.0,0.0,9505.0,0.598,19.0,1.0
8012,25000.0,25000.0, 36 ,0.1273,839.16,3.0,1 year,RENT,92000.0,Verified,2010.0,debt_consolidation,CA,15.47,0.0,0.0,15.0,0.0,23251.0,0.7070000000000001,39.0,1.0
8013,30000.0,30000.0, 60 ,0.10369999999999999,642.89,2.0,10+ years,MORTGAGE,180000.0,Source Verified,2011.0,debt_consolidation,MI,6.15,0.0,0.0,12.0,0.0,19115.0,0.301,28.0,1.0
8014,8000.0,8000.0, 36 ,0.1474,276.3,4.0,8 years,RENT,101000.0,Source Verified,2009.0,debt_consolidation,CA,6.42,2.0,0.0,7.0,0.0,17588.0,0.478,16.0,1.0
8015,12000.0,12000.0, 36 ,0.1242,400.99,2.0,3 years,RENT,37076.0,Not Verified,2011.0,debt_consolidation,TX,10.52,0.0,0.0,6.0,0.0,11510.0,0.747,8.0,1.0
8016,15000.0,9975.0, 60 ,0.1273,225.59,3.0,< 1 year,RENT,39996.0,Source Verified,2010.0,other,CA,14.64,0.0,0.0,5.0,0.0,5238.0,0.655,8.0,1.0
8017,5000.0,5000.0, 36 ,0.0603,152.18,1.0,unknown,MORTGAGE,95000.0,Source Verified,2011.0,home_improvement,NY,13.26,0.0,3.0,6.0,0.0,6661.0,0.25,22.0,1.0
8018,8800.0,8800.0, 60 ,0.0766,177.01,1.0,3 years,MORTGAGE,48000.0,Not Verified,2011.0,home_improvement,PA,11.1,0.0,0.0,9.0,0.0,1519.0,0.066,21.0,1.0
8019,15000.0,15000.0, 36 ,0.0751,466.67,1.0,10+ years,MORTGAGE,87000.0,Verified,2010.0,debt_consolidation,NY,6.79,1.0,0.0,14.0,0.0,13556.0,0.094,27.0,1.0
8020,10000.0,10000.0, 36 ,0.1602,351.67,4.0,1 year,RENT,26400.0,Source Verified,2011.0,major_purchase,NV,5.09,0.0,0.0,4.0,0.0,4834.0,0.483,5.0,1.0
8021,22000.0,22000.0, 60 ,0.1349,506.11,3.0,5 years,RENT,150000.0,Source Verified,2011.0,debt_consolidation,CA,12.14,0.0,0.0,14.0,0.0,38064.0,0.59,36.0,1.0
8022,6000.0,6000.0, 36 ,0.1183,198.81,2.0,4 years,RENT,76000.0,Not Verified,2009.0,debt_consolidation,CA,3.44,0.0,0.0,13.0,0.0,7269.0,0.387,19.0,1.0
8023,6000.0,6000.0, 36 ,0.0662,184.23,1.0,3 years,RENT,40000.0,Not Verified,2011.0,other,FL,3.99,0.0,2.0,9.0,0.0,5392.0,0.071,17.0,1.0
8024,18200.0,18200.0, 36 ,0.1099,595.76,2.0,4 years,RENT,55000.0,Source Verified,2011.0,debt_consolidation,FL,20.01,1.0,0.0,9.0,0.0,17342.0,0.551,16.0,1.0
8025,18000.0,18000.0, 36 ,0.079,563.23,1.0,10+ years,MORTGAGE,72000.0,Verified,2011.0,debt_consolidation,CA,15.05,0.0,0.0,9.0,0.0,18378.0,0.6940000000000001,21.0,1.0
8026,5000.0,5000.0, 36 ,0.1199,166.05,2.0,1 year,RENT,40000.0,Not Verified,2011.0,other,CA,13.83,0.0,1.0,23.0,0.0,7988.0,0.395,47.0,1.0
8027,1550.0,1550.0, 36 ,0.1521,53.9,4.0,4 years,RENT,34480.0,Not Verified,2010.0,debt_consolidation,OH,10.34,0.0,1.0,7.0,0.0,417.0,0.139,8.0,1.0
8028,25000.0,25000.0, 60 ,0.1751,628.2,5.0,3 years,RENT,80000.0,Verified,2011.0,small_business,NJ,6.63,0.0,2.0,10.0,0.0,7901.0,0.309,19.0,0.0
8029,24000.0,24000.0, 36 ,0.1149,791.32,2.0,3 years,MORTGAGE,92000.0,Verified,2011.0,debt_consolidation,WA,24.74,0.0,1.0,10.0,0.0,33895.0,0.657,33.0,1.0
8030,8000.0,8000.0, 36 ,0.1727,286.3,4.0,2 years,MORTGAGE,84000.0,Not Verified,2011.0,other,TX,8.87,0.0,3.0,10.0,0.0,13048.0,0.524,12.0,1.0
8031,7125.0,7125.0, 36 ,0.1528,247.97,4.0,1 year,RENT,22800.0,Source Verified,2011.0,debt_consolidation,AZ,16.11,0.0,1.0,7.0,0.0,3907.0,0.63,9.0,1.0
8032,20000.0,20000.0, 60 ,0.1306,455.68,3.0,10+ years,MORTGAGE,95496.0,Verified,2011.0,debt_consolidation,GA,23.34,0.0,0.0,10.0,0.0,17417.0,0.629,34.0,1.0
8033,16075.0,16075.0, 36 ,0.0699,496.28,1.0,10+ years,MORTGAGE,65253.0,Not Verified,2011.0,credit_card,WA,8.74,0.0,0.0,5.0,0.0,13423.0,0.486,21.0,1.0
8034,20000.0,20000.0, 60 ,0.1036,428.5,2.0,< 1 year,RENT,92160.0,Verified,2010.0,renewable_energy,CA,5.65,0.0,0.0,5.0,0.0,6211.0,0.401,20.0,1.0
8036,8500.0,8500.0, 36 ,0.12990000000000002,286.36,3.0,1 year,RENT,52968.0,Verified,2011.0,other,TX,10.06,0.0,2.0,9.0,0.0,3171.0,0.61,20.0,0.0
8037,1500.0,1500.0, 36 ,0.12869999999999998,50.45,3.0,3 years,RENT,60000.0,Not Verified,2009.0,other,VA,8.52,2.0,0.0,6.0,0.0,1506.0,0.376,20.0,1.0
8038,10000.0,10000.0, 36 ,0.0932,319.47,1.0,2 years,MORTGAGE,48000.0,Source Verified,2009.0,credit_card,NH,20.07,0.0,0.0,6.0,0.0,8903.0,0.774,18.0,1.0
8039,6000.0,6000.0, 36 ,0.1075,195.73,2.0,3 years,RENT,57000.0,Source Verified,2010.0,other,NY,3.16,0.0,1.0,4.0,0.0,1831.0,0.05,19.0,1.0
8040,20000.0,12700.0, 60 ,0.1186,281.61,2.0,10+ years,RENT,68000.0,Verified,2010.0,debt_consolidation,OK,10.36,0.0,0.0,14.0,0.0,20114.0,0.46,34.0,1.0
8041,16750.0,14750.0, 60 ,0.1521,352.53,4.0,3 years,RENT,50000.0,Not Verified,2010.0,debt_consolidation,GA,24.12,0.0,2.0,15.0,0.0,11266.0,0.6629999999999999,28.0,1.0
8042,16000.0,16000.0, 60 ,0.1558,385.53,4.0,5 years,MORTGAGE,210000.0,Source Verified,2010.0,debt_consolidation,NY,5.21,1.0,1.0,7.0,0.0,12643.0,0.58,29.0,1.0
8043,3500.0,3500.0, 36 ,0.0729,108.54,1.0,3 years,RENT,75000.0,Verified,2011.0,car,NJ,9.47,0.0,0.0,3.0,0.0,4809.0,0.276,8.0,1.0
8044,20000.0,20000.0, 36 ,0.1099,654.68,2.0,< 1 year,RENT,60000.0,Verified,2011.0,debt_consolidation,CA,8.04,0.0,0.0,5.0,0.0,7116.0,0.505,18.0,1.0
8046,2800.0,2800.0, 36 ,0.1038,90.85,2.0,5 years,RENT,28800.0,Not Verified,2010.0,debt_consolidation,NJ,17.79,0.0,0.0,5.0,0.0,10052.0,0.76,14.0,1.0
8047,8000.0,8000.0, 36 ,0.1323,270.44,3.0,3 years,MORTGAGE,73000.0,Source Verified,2010.0,debt_consolidation,UT,1.05,0.0,1.0,7.0,0.0,8875.0,0.45299999999999996,25.0,1.0
8048,12000.0,8400.0, 36 ,0.0691,259.03,1.0,5 years,MORTGAGE,80004.0,Not Verified,2010.0,debt_consolidation,PA,6.06,0.0,1.0,12.0,0.0,1674.0,0.133,36.0,1.0
8049,6000.0,6000.0, 36 ,0.1099,196.41,2.0,10+ years,RENT,55000.0,Not Verified,2011.0,debt_consolidation,FL,15.25,0.0,0.0,11.0,0.0,12706.0,0.71,42.0,1.0
8050,5000.0,5000.0, 60 ,0.17190000000000003,124.78,5.0,< 1 year,RENT,28224.0,Not Verified,2010.0,other,OR,5.06,1.0,3.0,4.0,0.0,3445.0,0.662,12.0,1.0
8051,2100.0,2100.0, 36 ,0.1311,70.87,3.0,< 1 year,RENT,15000.0,Not Verified,2010.0,other,CA,19.04,0.0,0.0,7.0,0.0,4285.0,0.621,9.0,1.0
8052,8800.0,8800.0, 36 ,0.0751,273.78,1.0,unknown,RENT,80000.0,Source Verified,2010.0,major_purchase,NY,15.06,0.0,0.0,14.0,0.0,6295.0,0.659,32.0,1.0
8053,5400.0,5400.0, 36 ,0.12689999999999999,181.15,2.0,10+ years,MORTGAGE,75000.0,Not Verified,2011.0,car,TX,8.8,0.0,0.0,6.0,0.0,10376.0,0.687,33.0,1.0
8054,4000.0,4000.0, 36 ,0.1335,135.46,3.0,unknown,MORTGAGE,62400.0,Not Verified,2010.0,debt_consolidation,WA,20.9,0.0,3.0,2.0,0.0,4856.0,0.585,6.0,0.0
8055,11500.0,11500.0, 36 ,0.09630000000000001,369.08,2.0,4 years,MORTGAGE,71738.0,Verified,2011.0,home_improvement,TX,15.89,0.0,3.0,14.0,0.0,3009.0,0.19899999999999998,27.0,1.0
8056,5000.0,5000.0, 36 ,0.1148,164.85,2.0,10+ years,OWN,91200.0,Not Verified,2009.0,debt_consolidation,NY,3.54,0.0,1.0,11.0,1.0,10842.0,0.257,11.0,1.0
8057,15000.0,15000.0, 36 ,0.1189,497.46,2.0,7 years,RENT,67800.0,Source Verified,2009.0,major_purchase,SC,10.69,0.0,2.0,8.0,0.0,9111.0,0.27399999999999997,16.0,1.0
8058,5000.0,5000.0, 60 ,0.0729,99.7,1.0,10+ years,RENT,31000.0,Not Verified,2011.0,debt_consolidation,CA,6.77,0.0,0.0,8.0,0.0,7415.0,0.10800000000000001,19.0,1.0
8059,7000.0,7000.0, 36 ,0.1427,240.17,3.0,1 year,RENT,62000.0,Verified,2011.0,medical,MD,16.3,1.0,0.0,9.0,0.0,4825.0,0.68,16.0,1.0
8060,12000.0,12000.0, 36 ,0.1311,404.97,3.0,4 years,MORTGAGE,118000.0,Source Verified,2010.0,debt_consolidation,CA,6.85,0.0,0.0,12.0,0.0,14302.0,0.565,33.0,1.0
8061,1500.0,1500.0, 36 ,0.0962,48.14,2.0,2 years,RENT,20004.0,Source Verified,2010.0,other,NY,16.86,0.0,0.0,4.0,0.0,837.0,0.8370000000000001,9.0,1.0
8062,9000.0,9000.0, 36 ,0.13720000000000002,306.38,3.0,10+ years,OWN,46800.0,Verified,2010.0,credit_card,CA,21.72,0.0,1.0,22.0,0.0,19616.0,0.607,28.0,0.0
8063,35000.0,35000.0, 60 ,0.19030000000000002,908.5,5.0,2 years,MORTGAGE,75000.0,Verified,2011.0,debt_consolidation,AL,16.94,0.0,0.0,9.0,0.0,19986.0,0.847,24.0,0.0
8064,10000.0,10000.0, 36 ,0.0859,316.11,1.0,< 1 year,RENT,70000.0,Not Verified,2009.0,credit_card,CA,15.38,0.0,0.0,11.0,0.0,15315.0,0.41200000000000003,23.0,1.0
8066,30000.0,30000.0, 60 ,0.1199,667.19,2.0,10+ years,RENT,99996.0,Verified,2011.0,debt_consolidation,CA,17.75,0.0,0.0,13.0,0.0,9591.0,0.295,31.0,1.0
8067,8000.0,8000.0, 36 ,0.11710000000000001,264.61,2.0,9 years,MORTGAGE,35000.0,Verified,2011.0,credit_card,NV,9.7,0.0,0.0,7.0,0.0,6142.0,0.465,8.0,1.0
8068,4000.0,4000.0, 36 ,0.1,129.07,2.0,6 years,RENT,72000.0,Not Verified,2011.0,other,CA,6.78,0.0,1.0,12.0,0.0,6175.0,0.38799999999999996,21.0,1.0
8069,25000.0,25000.0, 60 ,0.19030000000000002,648.93,5.0,7 years,MORTGAGE,68000.0,Verified,2011.0,credit_card,OH,22.08,0.0,0.0,9.0,0.0,27447.0,0.7340000000000001,23.0,1.0
8070,32000.0,20200.0, 60 ,0.2025,538.0,6.0,5 years,RENT,93996.0,Verified,2011.0,debt_consolidation,NY,4.32,0.0,1.0,9.0,0.0,2789.0,0.418,40.0,1.0
8071,20000.0,12950.0, 36 ,0.0888,411.09,2.0,7 years,RENT,80000.0,Source Verified,2010.0,debt_consolidation,IL,9.43,0.0,1.0,8.0,0.0,14877.0,0.7909999999999999,28.0,1.0
8072,10000.0,10000.0, 36 ,0.1399,341.73,3.0,10+ years,MORTGAGE,85000.0,Source Verified,2011.0,debt_consolidation,FL,12.65,0.0,2.0,7.0,0.0,24308.0,0.9840000000000001,21.0,1.0
8073,25000.0,25000.0, 36 ,0.1158,825.34,2.0,3 years,MORTGAGE,105000.0,Verified,2009.0,home_improvement,FL,13.36,0.0,2.0,8.0,0.0,16101.0,0.369,26.0,1.0
8074,19000.0,19000.0, 60 ,0.1479,449.92,3.0,10+ years,MORTGAGE,41820.0,Not Verified,2011.0,credit_card,OK,26.66,0.0,1.0,7.0,0.0,18347.0,0.703,28.0,1.0
8075,13000.0,13000.0, 36 ,0.1454,447.73,4.0,5 years,OWN,47000.0,Not Verified,2011.0,debt_consolidation,NY,23.08,0.0,1.0,13.0,0.0,18325.0,0.5379999999999999,30.0,1.0
8076,13200.0,13200.0, 36 ,0.1316,445.77,3.0,1 year,MORTGAGE,60000.0,Source Verified,2009.0,debt_consolidation,AZ,7.26,0.0,0.0,8.0,0.0,10965.0,0.857,15.0,1.0
8078,5000.0,5000.0, 36 ,0.1322,169.01,3.0,2 years,MORTGAGE,110000.0,Not Verified,2009.0,home_improvement,GA,15.4,0.0,2.0,10.0,0.0,53761.0,0.9209999999999999,20.0,0.0
8079,7000.0,7000.0, 36 ,0.17579999999999998,251.6,6.0,2 years,RENT,30000.0,Source Verified,2009.0,small_business,WA,13.16,0.0,1.0,5.0,0.0,12017.0,0.737,11.0,1.0
8080,7500.0,7500.0, 36 ,0.1727,268.41,4.0,1 year,RENT,58000.0,Not Verified,2011.0,major_purchase,IL,6.39,0.0,2.0,8.0,0.0,5054.0,0.732,15.0,1.0
8082,2400.0,2400.0, 36 ,0.1398,82.01,3.0,2 years,RENT,30720.0,Source Verified,2010.0,other,MA,14.73,2.0,1.0,5.0,0.0,482.0,0.602,7.0,0.0
8083,20000.0,14225.0, 60 ,0.0999,302.17,2.0,10+ years,MORTGAGE,85000.0,Verified,2010.0,debt_consolidation,CT,7.4,0.0,1.0,17.0,0.0,14200.0,0.312,39.0,1.0
8084,10500.0,10500.0, 36 ,0.0788,328.46,1.0,6 years,MORTGAGE,75000.0,Not Verified,2010.0,debt_consolidation,OH,11.92,0.0,0.0,11.0,0.0,49760.0,0.212,39.0,1.0
8085,10000.0,10000.0, 36 ,0.1459,344.65,4.0,4 years,RENT,30000.0,Not Verified,2010.0,credit_card,CA,21.48,0.0,0.0,10.0,0.0,7682.0,0.586,10.0,0.0
8086,6400.0,6400.0, 60 ,0.1223,143.11,3.0,< 1 year,RENT,33600.0,Source Verified,2010.0,other,CA,18.96,0.0,0.0,8.0,0.0,3012.0,0.861,11.0,1.0
8087,1200.0,1200.0, 36 ,0.0729,37.22,1.0,10+ years,MORTGAGE,40800.0,Not Verified,2011.0,credit_card,MN,4.09,1.0,0.0,6.0,0.0,1387.0,0.152,15.0,1.0
